as_of_date,cycle_hour,chip_slug,n_sources,n_count_sources,idle_gpus_observable,gpuw_pct_source_equal,methodology_version
2026-08-09,2026-08-09T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-09,2026-08-10T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-09,2026-08-10T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-10T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-11T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-10,2026-08-11T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-11T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-11T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-11T12:00:00+00:00,a100-sxm-40gb,4,1,0,0.5,v2.2.1
2026-08-11,2026-08-11T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-11T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-11T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-12T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-11,2026-08-12T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-12T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-13T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-12,2026-08-13T03:00:00+00:00,a100-sxm-40gb,2,0,,0.0,v2.2.1
2026-08-12,2026-08-13T04:00:00+00:00,a100-sxm-40gb,2,0,,1.0,v2.2.1
2026-08-13,2026-08-13T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-13T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-13T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-13T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-13T18:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.2.1
2026-08-13,2026-08-13T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-14T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-13,2026-08-14T03:00:00+00:00,a100-sxm-40gb,3,0,,0.3333,v2.2.1
2026-08-13,2026-08-14T04:00:00+00:00,a100-sxm-40gb,1,0,,1.0,v2.2.1
2026-08-14,2026-08-14T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-14,2026-08-14T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-14,2026-08-14T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-14,2026-08-14T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-14,2026-08-14T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-14,2026-08-14T21:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.2.1
2026-08-14,2026-08-15T00:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.2.1
2026-08-14,2026-08-15T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-15,2026-08-15T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-15,2026-08-15T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-15,2026-08-15T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-15,2026-08-15T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-15,2026-08-15T18:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.2.1
2026-08-15,2026-08-15T21:00:00+00:00,a100-sxm-40gb,4,1,0,0.25,v2.2.1
2026-08-15,2026-08-16T00:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.2.1
2026-08-15,2026-08-16T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-16T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-16T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-16T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-16T15:00:00+00:00,a100-sxm-40gb,3,0,,0.3333,v2.2.1
2026-08-16,2026-08-16T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-16T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-17T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-16,2026-08-17T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-17T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-17T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-17T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-17T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-17T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-18T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-17,2026-08-18T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.2.1
2026-08-18,2026-08-18T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-18T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-18T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-18T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-18T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-18T21:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.3.0
2026-08-18,2026-08-19T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-18,2026-08-19T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.0
2026-08-19,2026-08-19T06:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-19T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-19T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-19T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-19T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-19T21:00:00+00:00,a100-sxm-40gb,3,0,,0.3333,v2.3.1
2026-08-19,2026-08-20T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-19,2026-08-20T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-20T06:00:00+00:00,a100-sxm-40gb,4,1,0,0.5,v2.3.1
2026-08-20,2026-08-20T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-20T12:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-20T15:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-20T18:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-20T21:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-21T00:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-20,2026-08-21T03:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.1
2026-08-21,2026-08-21T06:00:00+00:00,a100-sxm-40gb,3,0,,0.3333,v2.3.2
2026-08-21,2026-08-21T09:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.2
2026-08-21,2026-08-21T11:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.2
2026-08-21,2026-08-21T12:00:00+00:00,a100-sxm-40gb,4,0,,0.25,v2.3.2
2026-08-21,2026-08-21T13:00:00+00:00,a100-sxm-40gb,4,0,,0.5,v2.3.2
2026-08-21,2026-08-21T14:00:00+00:00,a100-sxm-40gb,5,0,,0.6,v2.3.2
