as_of_date,collected_at,collection_window_id,gpu_name,silicon_id,n_offers,per_gpu_dph_min,per_gpu_dph_p10,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,min_bid_p50,n_verified,n_deverified,n_other_verification,median_verified,median_deverified,n_1x,n_2x,n_4x,n_8x,n_other_multigpu,reliability_p25,reliability_p50,reliability_p75,inet_down_p50_mbps,inet_down_p75_mbps,inet_up_p50_mbps,egress_cost_per_tb_p50,storage_cost_per_gb_mo_p50,methodology_version
2026-06-15,2026-06-15T19:25:30.538391+00:00,2026-06-15-1400,L40,l40-pcie-48gb,17,0.4018518518518518,0.4677037037037037,0.534074074074074,0.7027777777777777,1.1488888888888888,1.8848888888888893,4.622222222222223,0.7005000000000001,15,0,2,0.7027777777777777,,5,6,1,1,4,0.9895926,0.9933845,0.9955336,212.7,901.1,204.7,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-15,2026-06-15T19:36:38.344906+00:00,2026-06-15-1400,L40,l40-pcie-48gb,17,0.4018518518518518,0.4677037037037037,0.534074074074074,0.7027777777777777,1.0962962962962963,1.767555555555556,4.622222222222223,0.6000000000000001,15,0,2,0.7027777777777777,,5,6,1,1,4,0.9895926,0.9933845,0.9955336,212.7,901.1,204.7,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-16,2026-06-16T11:59:27.901135+00:00,2026-06-16-0600,L40,l40-pcie-48gb,17,0.4018518518518518,0.4677037037037037,0.5474074074074073,0.8016666666666666,1.1488888888888888,1.8848888888888893,4.622222222222223,0.7866666666666666,15,0,2,0.8016666666666666,,6,6,1,1,3,0.9897906,0.993539,0.9957339,214.9,883.0,213.2,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-16,2026-06-16T17:40:36.680090+00:00,2026-06-16-1000,L40,l40-pcie-48gb,17,0.4018518518518518,0.4677037037037037,0.534074074074074,0.7027777777777777,1.1488888888888888,1.8848888888888893,4.622222222222223,0.6000000000000001,15,0,2,0.7027777777777777,,6,5,1,1,4,0.9898604,0.9935974,0.9958013,214.9,886.5,213.2,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-16,2026-06-16T21:36:53.252363+00:00,2026-06-16-1400,L40,l40-pcie-48gb,17,0.4018518518518518,0.4677037037037037,0.5474074074074073,0.8016666666666666,1.1488888888888888,1.8848888888888893,4.622222222222223,0.7866666,15,0,2,0.8016666666666666,,6,6,1,1,3,0.9899064,0.9936365,0.9958426,213.6,898.1,215.4,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-17,2026-06-17T11:25:01.380639+00:00,2026-06-17-0600,L40,l40-pcie-48gb,17,0.36185185185185187,0.4677037037037037,0.534074074074074,0.7027777777777777,1.1488888888888888,1.8848888888888893,4.622222222222223,0.6000000000000001,15,0,2,0.7027777777777777,,6,5,1,1,4,0.9900824,0.9937736,0.9959589,210.1,904.2,219.4,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-17,2026-06-17T20:57:10.227751+00:00,2026-06-17-1400,L40,l40-pcie-48gb,17,0.36185185185185187,0.4677037037037037,0.5474074074074073,0.7274074074074075,1.1488888888888888,1.8848888888888893,4.622222222222223,0.7066666666666667,15,0,2,0.8016666666666666,,6,6,1,1,3,0.9818348,0.9923112,0.9955975,208.8,907.0,220.1,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-18,2026-06-18T05:24:54.723017+00:00,2026-06-17-1800,L40,l40-pcie-48gb,17,0.36185185185185187,0.4677037037037037,0.5474074074074073,0.7274074074074075,1.1488888888888888,1.8848888888888893,4.622222222222223,0.7066666666666667,15,0,2,0.8016666666666666,,6,6,1,1,3,0.9905432,0.992864,0.9958185,199.2,907.0,223.1,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-18,2026-06-18T11:03:17.105806+00:00,2026-06-18-0600,L40,l40-pcie-48gb,17,0.36185185185185187,0.4677037037037037,0.534074074074074,0.7027777777777777,1.1488888888888888,1.8848888888888893,4.622222222222223,0.6000000000000001,15,0,2,0.7027777777777777,,6,5,1,1,4,0.9906398,0.992967,0.9958706,199.2,909.5,223.1,2.6666666666666665,0.3333333333333333,v2.0.0
2026-06-18,2026-06-18T16:09:34.857098+00:00,2026-06-18-1000,L40,l40-pcie-48gb,17,0.36185185185185187,0.4677037037037037,0.534074074074074,0.7027777777777777,1.1488888888888888,1.8848888888888893,4.622222222222223,0.6000000000000001,15,0,2,0.7027777777777777,,6,5,1,1,4,0.9907614,0.9930721,0.9959152,199.2,909.5,211.0,2.6666666666666665,0.3333333333333333,v2.0.0
