as_of_date,collected_at,collection_window_id,offer_id,machine_id,host_id,cluster_id,gpu_name,silicon_id,gpu_model,form_factor,num_gpus,gpu_frac,dph_total,min_bid,per_gpu_dph,is_bid,storage_cost_per_gb_mo,internet_down_cost_per_tb,internet_up_cost_per_tb,vram_cost_per_hour,dlperf,dlperf_per_dphtotal,total_flops,score,verification,reliability,rentable,rented,hosting_type,is_vm_deverified,inet_down_mbps,inet_up_mbps,static_ip,gpu_max_power_w,gpu_mem_bw_gbps,compute_cap,bw_nvlink_gbps,pci_gen,cpu_cores,cpu_ram_mb,disk_bw_mbps,disk_space_gb,geolocation,driver_version,duration_seconds
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,37247591,56206,78532,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.4,0.32666666666666666,0.29333333333333333,0.4083333333333333,False,0.6,13.333333333333334,13.333333333333334,0.006666666666666667,88.72415024500697,271.60454156634785,70.53312,213.3845581056957,deverified,0.9967577,True,False,0,False,838.9,902.5,True,350.0,805.2,860,0.0,4.0,128,103023,5195.0,469.1600000000001,"Saskatchewan, CA",590.48.01,15331793.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,42093969,141296,483833,,RTX 3090,3090-pcie-24gb,3090,PCIe,1,0.25,0.10296296296296296,0.09333333333333334,0.41185185185185186,False,0.8666666666666666,16.0,17.333333333333332,0.003888888888888889,44.60692422626513,433.2327173054527,35.518464,292.3945646699494,unverified,0.9929495,True,False,0,False,1204.5,1017.5,False,370.0,805.5,860,0.0,3.0,80,7990,881.2,721.15,", US",580.159.03,12614342.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,31139415,55158,167329,,RTX 3090,3090-pcie-24gb,3090,PCIe,4,0.5714285714285714,0.9622222222222223,0.7999999999999999,0.4209722222222223,False,0.19999999999999998,1.3333333333333333,1.3333333333333333,0.01,145.48249166792567,151.19427540546548,141.06624,134.99963109973396,deverified,0.9989675,True,False,0,False,940.7,924.9,True,350.0,805.5,860,0.0,4.0,48,294649,2460.0,50.285714285714285,"Germany, DE",590.48.01,980769.9857296944
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,41962651,140986,492668,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.2857142857142857,0.24222222222222223,0.2266667,0.4238888888888889,False,0.19999999999999998,2.6666666666666665,4.0,0.005,74.0279181653355,305.6198456367062,71.540736,249.9951896790747,deverified,0.9944634,False,False,0,False,939.0,482.4,False,220.0,804.1,860,0.0,4.0,64,73594,3275.0,430.65714285714284,"Taiwan, TW",535.309.01,12531941.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,26477566,44589,135723,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.3333333333333333,0.28281481481481485,0.2133333,0.4242222222222223,False,0.25333333333333335,26.666666666666668,1.3333333333333333,0.005999999999999999,88.72415024500697,313.718184470297,70.53312,214.36334562920243,deverified,0.9974255,False,False,0,True,442.7,508.7,True,350.0,805.2,860,0.0,4.0,96,85859,2242.6,373.3333333333333,"Czechia, CZ",595.71.05,31728450.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,33388217,37181,200380,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.6666666666666666,0.5656296296296297,0.3466667,0.4242222222222223,False,0.5066666666666667,4.0,4.0,0.011666666666666667,85.16510414357437,150.56690753513016,71.540736,125.23907183194213,verified,0.9961328,False,False,0,False,931.0,653.8,False,300.0,826.8,860,0.0,4.0,24,343760,989.0,790.6666666666666,"Spain, ES",570.195.03,978810.9857296944
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,42380191,140989,399360,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.2857142857142857,0.24444444444444446,0.24,0.4277777777777778,False,0.39999999999999997,2.6666666666666665,2.6666666666666665,0.005,81.36517790307184,332.85754596711206,71.036928,256.37727987661805,deverified,0.9950475,False,False,0,True,803.4,750.0,True,330.0,805.3,860,0.0,3.0,80,73655,2000.0,397.08571428571423,"California, US",580.159.03,12786394.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,31183842,25813,135723,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.3333333333333333,0.2856296296296296,0.2133333,0.42844444444444446,False,0.2666666666666666,26.666666666666668,2.6666666666666665,0.006277777777777777,89.80158055794476,314.39868711936055,71.036928,204.47253999797027,deverified,0.9914136,False,False,0,False,593.4,500.6,False,370.0,805.4,860,0.0,4.0,64,85864,1569.0,280.3333333333333,"Czechia, CZ",590.48.01,63323130.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,41054585,116486,344939,,RTX 3090,3090-pcie-24gb,3090,PCIe,1,0.25,0.11037037037037038,0.107,0.44148148148148153,False,0.3333333333333333,2.6666666666666665,4.0,0.0044444444444444444,43.33823261680104,392.6618391455127,35.26656,284.2972636924938,verified,0.993947,False,False,0,False,666.7,581.3,False,350.0,805.6,860,0.0,3.0,80,64448,2050.0,651.25,", CA",580.126.20,9504718.985729694
2026-07-29,2026-07-29T13:21:26.840124+00:00,2026-07-29-0600,44527584,39772,155125,,RTX 3090,3090-pcie-24gb,3090,PCIe,2,0.25,0.22296296296296297,0.1866667,0.44592592592592595,False,0.8666666666666666,16.0,17.333333333333332,0.0044444444444444444,73.162167057149,328.13596520648224,70.53312,291.468328930326,verified,0.9925826,False,False,0,False,2946.6,2620.4,False,240.0,805.5,860,0.0,3.0,72,52354,609.7298091822095,544.0446325782323,", US",580.159.03,13662273.985729694
