chip_slug,scope,window_days,as_of_date,n_sources,n_sources_8x,n_sources_thin,n_cycles,confidence,n_available,breadth,n_available_8x,breadth_8x,panel_signature,pct_available_median,pct_available_mean,pct_available_min,pct_available_max,pct_available_8x_median,pct_available_8x_mean,methodology_version
h200-sxm,geo:EU,7,2026-09-25,6,3,0,912,ok,4,0.6667,2,0.6667,edef9eca,0.7688,0.5728,0.0,1.0,0.1726,0.2599,v2.4.0
h200-sxm,geo:US,7,2026-09-25,6,3,0,908,ok,5,0.8333,2,0.6667,95d1484f,0.9227,0.777,0.0,1.0,0.4429,0.4452,v2.4.0
h200-sxm,global,7,2026-09-25,17,12,0,1615,ok,10,0.5882,5,0.4167,31cec06b,0.8167,0.5362,0.0,1.0,0.0,0.2467,v2.4.0
h200-sxm,tier:T1,7,2026-09-25,1,1,0,168,thin,0,0.0,0,0.0,1d78613e,0.0,0.0,0.0,0.0,0.0,0.0,v2.4.0
h200-sxm,tier:T2,7,2026-09-25,4,4,0,670,ok,2,0.5,2,0.5,fd802ba6,0.4494,0.4747,0.0,1.0,0.0863,0.2902,v2.4.0
h200-sxm,tier:T3,7,2026-09-25,2,1,0,308,thin,2,1.0,1,1.0,47a5944f,0.9679,0.9679,0.9357,1.0,0.4429,0.4429,v2.4.0
