chip_slug,scope,window_days,as_of_date,n_sources,n_sources_8x,n_sources_thin,n_cycles,confidence,n_available,breadth,n_available_8x,breadth_8x,panel_signature,pct_available_median,pct_available_mean,pct_available_min,pct_available_max,pct_available_8x_median,pct_available_8x_mean,methodology_version
b200-sxm,geo:EU,7,2026-09-20,1,0,0,72,thin,1,1.0,0,,1d24640c,0.3194,0.3194,0.3194,0.3194,,,v2.4.0
b200-sxm,geo:US,7,2026-09-20,4,2,0,624,ok,2,0.5,1,0.5,96ae48cb,0.1958,0.3196,0.0,0.8869,0.0536,0.0536,v2.4.0
b200-sxm,global,7,2026-09-20,6,4,0,868,ok,3,0.5,2,0.5,76a456d1,0.3423,0.4147,0.0,0.9821,0.0982,0.1384,v2.4.0
b200-sxm,tier:T1,7,2026-09-20,1,1,0,168,thin,0,0.0,0,0.0,1d78613e,0.0,0.0,0.0,0.0,0.0,0.0,v2.4.0
b200-sxm,tier:T2,7,2026-09-20,2,2,0,336,thin,1,0.5,1,0.5,37f04e92,0.4911,0.4911,0.0,0.9821,0.0982,0.0982,v2.4.0
b200-sxm,tier:T3,7,2026-09-20,2,0,0,336,thin,1,0.5,0,,4c8fac08,0.3423,0.3423,0.0,0.6845,,,v2.4.0
