as_of_date,collected_at,collection_window_id,shade_instance_type,cloud_instance_type,cloud,cloud_display,chip_slug,gpu_type,interconnect,nvlink,num_gpus,vram_per_gpu_in_gb,gpu_manufacturer,vcpus,memory_in_gb,storage_in_gb,hourly_price_dollars,per_gpu_dph,deployment_type,boot_min_seconds,boot_max_seconds,region,region_display,available
2026-05-05,2026-05-05 12:45:33.296550,2026-05-05-0600,GH200,gpu_1x_gh200,lambdalabs,Lambda Labs,gh200,GH200,pcie,False,1,96,nvidia,64,432,4096,1.49,1.49,vm,120,360,dulles-usa-3,"US, Dulles, VA",False
2026-05-05,2026-05-05 12:45:33.296550,2026-05-05-0600,GH200,g3-gh200,latitude,Latitude,gh200,GH200,pcie,False,1,96,nvidia,144,480,4760,4.23,4.23,baremetal,60,180,dallas-usa-1,"US, Dallas, TX",False
