chip_slug,scope,window_days,as_of_date,n_sources,n_sources_8x,n_sources_thin,n_cycles,confidence,n_available,breadth,n_available_8x,breadth_8x,panel_signature,pct_available_median,pct_available_mean,pct_available_min,pct_available_max,pct_available_8x_median,pct_available_8x_mean,methodology_version
a100-sxm-40gb,geo:EU,7,2026-09-22,1,1,0,120,thin,1,1.0,0,0.0,39a8cffa,0.4917,0.4917,0.4917,0.4917,0.0,0.0,v2.4.0
a100-sxm-40gb,geo:US,7,2026-09-22,2,1,0,336,thin,1,0.5,0,0.0,374f8186,0.4821,0.4821,0.0,0.9643,0.0,0.0,v2.4.0
a100-sxm-40gb,global,7,2026-09-22,5,2,0,631,ok,4,0.8,0,0.0,cbac6137,0.7202,0.6352,0.0,1.0,0.0,0.0,v2.4.0
a100-sxm-40gb,tier:T1,7,2026-09-22,1,1,0,168,thin,0,0.0,0,0.0,1d78613e,0.0,0.0,0.0,0.0,0.0,0.0,v2.4.0
a100-sxm-40gb,tier:T2,7,2026-09-22,1,1,0,120,thin,1,1.0,0,0.0,39a8cffa,0.4917,0.4917,0.4917,0.4917,0.0,0.0,v2.4.0
a100-sxm-40gb,tier:T3,7,2026-09-22,1,0,0,168,thin,1,1.0,0,,1d24640c,0.7202,0.7202,0.7202,0.7202,,,v2.4.0
