as_of_date,collected_at,collection_window_id,gpu_name,silicon_id,n_offers,per_gpu_dph_min,per_gpu_dph_p10,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,min_bid_p50,n_verified,n_deverified,n_other_verification,median_verified,median_deverified,n_1x,n_2x,n_4x,n_8x,n_other_multigpu,reliability_p25,reliability_p50,reliability_p75,inet_down_p50_mbps,inet_down_p75_mbps,inet_up_p50_mbps,egress_cost_per_tb_p50,storage_cost_per_gb_mo_p50,methodology_version
2026-08-04,2026-08-04T07:44:46.263265+00:00,2026-08-03-1800,RTX 4090,4090-pcie-24gb,455,0.010074074074074074,0.30706666666666665,0.3738445925925926,0.5888888888888889,1.1218518518518519,2.2474074074074077,7.288888888888889,0.533,312,89,54,0.6944444444444444,0.4955555555555555,137,112,105,66,35,0.9903446,0.9954553,0.997647,1001.1,4179.5,916.1,4.0,0.19999999999999998,v2.2.1
2026-08-04,2026-08-04T13:21:45.545240+00:00,2026-08-04-0600,RTX 4090,4090-pcie-24gb,462,0.1336111111111111,0.32028703703703704,0.38123611111111105,0.562962962962963,1.1237037037037039,2.2381629629629667,10.83911111111111,0.5006666666666666,311,100,51,0.6677777777777777,0.4955555555555555,140,107,108,65,42,0.9909018,0.9960695,0.997926325,935.1,3410.3749999999995,890.6,4.0,0.19999999999999998,v2.2.1
2026-08-04,2026-08-04T19:14:27.446261+00:00,2026-08-04-1400,RTX 4090,4090-pcie-24gb,454,0.1336111111111111,0.29572444444444446,0.3604166666666666,0.560675925925926,1.0843333333333334,2.0673333333333326,7.288888888888889,0.49333333333333335,310,95,49,0.6575308641975308,0.4955555555555555,139,108,111,69,27,0.9909216,0.9958016,0.997840625,936.35,3212.1,893.0,4.0,0.19999999999999998,v2.2.1
2026-08-04,2026-08-05T01:19:52.425616+00:00,2026-08-04-1800,RTX 4090,4090-pcie-24gb,443,0.1336111111111111,0.30683456790123464,0.34851851851851856,0.5344444444444444,1.0578148148148148,2.0884444444444448,7.029629629629629,0.49333333333333335,304,86,53,0.6672222222222222,0.4955555555555555,135,105,104,65,34,0.9913059,0.9959147,0.9978325,934.7,3756.25,914.0,4.0,0.19999999999999998,v2.2.1
2026-08-05,2026-08-05T07:41:09.722721+00:00,2026-08-04-1800,RTX 4090,4090-pcie-24gb,448,0.1336111111111111,0.3045555555555555,0.36706018518518524,0.5625925925925926,1.080138888888889,2.050888888888889,7.288888888888889,0.333333375,304,88,56,0.6818611111111111,0.4955555555555555,136,108,100,66,38,0.991131625,0.995455,0.9977534,933.5,3808.6,897.0,4.0,0.19999999999999998,v2.2.1
2026-08-05,2026-08-05T13:20:32.603311+00:00,2026-08-05-0600,RTX 4090,4090-pcie-24gb,436,0.1336111111111111,0.28092592592592597,0.3287567407407408,0.3738888888888889,0.4944444444444444,0.6013888888888889,1.337037037037037,0.33333335,304,77,55,0.3882962962962963,0.36051851851851857,133,106,104,65,28,0.99118765,0.9955517,0.9976694,940.45,3701.775,902.2,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-05,2026-08-05T19:15:14.413163+00:00,2026-08-05-1400,RTX 4090,4090-pcie-24gb,447,0.1336111111111111,0.2813703703703704,0.3269444444444445,0.3725185185185185,0.495,0.6037037037037036,1.337037037037037,0.3333333,309,84,54,0.3877777777777778,0.33555555555555555,137,108,100,64,38,0.99205335,0.9959189,0.9978328000000001,933.9,2833.5,900.5,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-05,2026-08-06T01:14:32.787223+00:00,2026-08-05-1800,RTX 4090,4090-pcie-24gb,445,0.1336111111111111,0.28111111111111114,0.3307407407407408,0.36933333333333335,0.493611111111111,0.6517777777777786,1.337037037037037,0.3333333333333333,309,83,53,0.3885925925925926,0.33555555555555555,135,109,104,65,32,0.9915729,0.9957039,0.9977606,934.6,3678.4,903.3,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-06,2026-08-06T07:45:50.695388+00:00,2026-08-05-1800,RTX 4090,4090-pcie-24gb,440,0.1336111111111111,0.2825740740740741,0.333625,0.37430555555555556,0.4944444444444444,0.6170222222222225,2.0014814814814814,0.3333333625,307,76,57,0.3934259259259259,0.33666666666666667,135,106,101,64,34,0.9915399,0.99578655,0.997693,944.5,3424.2,894.5,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-06,2026-08-06T13:19:30.418987+00:00,2026-08-06-0600,RTX 4090,4090-pcie-24gb,449,0.1336111111111111,0.2935259259259259,0.33388888888888885,0.37361111111111117,0.4955555555555555,0.6236740740740736,1.337037037037037,0.3333333333333333,307,92,50,0.3911111111111111,0.3470925925925926,135,108,104,66,36,0.9916796,0.9960476,0.9977009,935.4,3411.7,893.4,4.0,0.19999999999999998,v2.2.1
2026-08-06,2026-08-07T01:41:54.460301+00:00,2026-08-06-1800,RTX 4090,4090-pcie-24gb,445,0.1336111111111111,0.2812407407407408,0.33388888888888885,0.37456790123456796,0.4944444444444444,0.6465037037037048,2.001185185185185,0.333333375,308,88,49,0.39350308641975307,0.3471666666666667,139,104,96,68,38,0.9910181,0.9956002,0.9976892,938.8,4281.5,909.0,4.0,0.19999999999999998,v2.2.1
2026-08-07,2026-08-07T07:16:20.760051+00:00,2026-08-06-1800,RTX 4090,4090-pcie-24gb,450,0.1336111111111111,0.28240740740740744,0.3336349206349206,0.3737870370370371,0.4943055555555555,0.6170222222222225,1.337037037037037,0.3333333333333333,307,92,51,0.3935185185185185,0.34230555555555553,137,109,103,67,34,0.991192125,0.99564725,0.9978975,925.7,2908.0499999999997,876.6500000000001,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-07,2026-08-07T13:11:35.716866+00:00,2026-08-07-0600,RTX 4090,4090-pcie-24gb,443,0.1336111111111111,0.2928148148148148,0.33388888888888885,0.376,0.4944444444444444,0.6502222222222225,1.337037037037037,0.347,309,85,49,0.39370370370370367,0.36795377777777777,135,105,99,69,35,0.9908729000000001,0.995778,0.9979011,934.7,3303.0,894.5,2.7989333333333337,0.19999999999999998,v2.2.1
2026-08-07,2026-08-07T19:11:35.673163+00:00,2026-08-07-1400,RTX 4090,4090-pcie-24gb,458,0.1336111111111111,0.2825185185185185,0.33388888888888885,0.37361111111111117,0.4955555555555555,0.667611111111111,2.0014814814814814,0.346833375,303,100,55,0.387037037037037,0.37255555555555564,140,104,107,72,35,0.988322,0.9950698,0.9976552,938.25,3687.0,906.1500000000001,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-07,2026-08-08T01:15:52.928546+00:00,2026-08-07-1800,RTX 4090,4090-pcie-24gb,451,0.1336111111111111,0.28120370370370373,0.3336111111111111,0.3738888888888889,0.495,0.6676543209876543,1.337037037037037,0.333333375,311,85,55,0.39494444444444443,0.33555555555555555,137,102,103,67,42,0.9903154,0.995406,0.9978967000000001,931.2,2911.25,884.7,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-08,2026-08-08T07:10:30.384689+00:00,2026-08-07-1800,RTX 4090,4090-pcie-24gb,461,0.1336111111111111,0.28296296296296297,0.3336111111111111,0.3735185185185185,0.4944444444444444,0.667037037037037,1.337037037037037,0.3466666666666667,310,96,55,0.393641975308642,0.33555555555555555,141,109,106,72,33,0.9902663,0.9954555,0.9979018,928.7,2529.0,886.4,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-08,2026-08-08T13:08:09.568702+00:00,2026-08-08-0600,RTX 4090,4090-pcie-24gb,456,0.12222222222222223,0.2929259259259259,0.332162962962963,0.37050925925925926,0.4944444444444444,0.6037037037037036,1.337037037037037,0.347,310,93,53,0.3872222222222222,0.35388888888888886,141,104,105,72,34,0.991617525,0.9954978,0.9979177,931.2,2486.025,884.2,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-08,2026-08-08T19:06:52.859029+00:00,2026-08-08-1400,RTX 4090,4090-pcie-24gb,463,0.1336111111111111,0.2928148148148148,0.332962962962963,0.37112962962962964,0.4955555555555555,0.6037037037037036,1.337037037037037,0.34666665,317,95,51,0.3893333333333333,0.3605555555555556,142,105,102,75,39,0.99019755,0.9956593,0.9979215,935.3,3306.2,899.8,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-08,2026-08-09T01:13:23.612947+00:00,2026-08-08-1800,RTX 4090,4090-pcie-24gb,450,0.12222222222222223,0.2814814814814815,0.3336111111111111,0.37361111111111117,0.4955555555555555,0.6672592592592592,2.0014814814814814,0.335,314,84,52,0.3940740740740741,0.3603888888888889,138,103,102,69,38,0.99086935,0.9956338499999999,0.9979231500000001,936.6,4190.525,904.4,4.0,0.19999999999999998,v2.2.1
2026-08-09,2026-08-09T07:12:40.793749+00:00,2026-08-08-1800,RTX 4090,4090-pcie-24gb,444,0.1336111111111111,0.29331666666666667,0.33322222222222225,0.3738888888888889,0.4955555555555555,0.6635277777777776,1.337037037037037,0.333333375,308,85,51,0.40027777777777773,0.34325925925925926,137,103,100,73,31,0.9907706,0.99562395,0.997884275,935.5,3348.2749999999996,904.4,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-09,2026-08-09T13:13:29.008789+00:00,2026-08-09-0600,RTX 4090,4090-pcie-24gb,441,0.1336111111111111,0.2927407407407407,0.3334814814814815,0.3738888888888889,0.4955555555555555,0.6675925925925925,1.337037037037037,0.33333335,310,82,49,0.3976111111111111,0.35375,137,99,104,72,29,0.9917287,0.9956829,0.9979333,935.6,3541.5,906.7,4.0,0.19999999999999998,v2.2.1
2026-08-09,2026-08-09T19:02:44.761375+00:00,2026-08-09-1400,RTX 4090,4090-pcie-24gb,448,0.1336111111111111,0.29352592592592597,0.3336111111111111,0.3738888888888889,0.4955555555555555,0.6074074074074074,2.0014814814814814,0.333333375,313,87,48,0.40027777777777773,0.3496296296296296,138,104,104,67,35,0.99139785,0.9955916,0.99784215,980.8499999999999,4307.625,913.45,4.0,0.19999999999999998,v2.2.1
2026-08-09,2026-08-10T01:17:55.641586+00:00,2026-08-09-1800,RTX 4090,4090-pcie-24gb,440,0.1336111111111111,0.29356111111111116,0.333640873015873,0.3738888888888889,0.4955555555555555,0.6074074074074074,1.337037037037037,0.33416670000000004,314,75,51,0.40027777777777773,0.36027777777777775,135,99,100,73,33,0.9919192,0.9957149,0.99775955,940.5,4404.325,914.1,4.0,0.19999999999999998,v2.2.1
2026-08-10,2026-08-10T07:15:11.345339+00:00,2026-08-09-1800,RTX 4090,4090-pcie-24gb,437,0.1336111111111111,0.28296296296296297,0.3336111111111111,0.37361111111111117,0.4955555555555555,0.6209777777777781,1.337037037037037,0.3333333333333333,312,74,51,0.39370370370370367,0.3602222222222222,137,100,95,66,39,0.9909803,0.99575,0.9977451,938.3,4077.3,906.8,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-10,2026-08-10T13:16:28.266531+00:00,2026-08-10-0600,RTX 4090,4090-pcie-24gb,435,0.1336111111111111,0.28114814814814815,0.3336111111111111,0.3741666666666667,0.4955555555555555,0.605925925925926,1.337037037037037,0.3333333333333333,312,70,53,0.40027777777777773,0.35416666666666663,138,98,91,64,44,0.99034115,0.9954863,0.9977091,936.0,4144.9,894.5,4.0,0.19999999999999998,v2.2.1
2026-08-10,2026-08-10T19:11:43.425295+00:00,2026-08-10-1400,RTX 4090,4090-pcie-24gb,438,0.1336111111111111,0.28200000000000003,0.33388888888888885,0.3740555555555556,0.4955555555555555,0.6388888888888893,1.337037037037037,0.35333333333333333,316,70,52,0.3945092592592593,0.36040740740740745,138,101,94,64,41,0.9907875,0.995533,0.9977592249999999,938.95,4212.5,899.55,3.959936,0.19999999999999998,v2.2.1
2026-08-10,2026-08-11T01:11:38.177165+00:00,2026-08-10-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2564444444444445,0.3061111111111111,0.33555555555555555,0.4011111111111111,0.5624074074074075,0.7340740740740741,0.32,91,16,21,0.3613333333333334,0.29488888888888887,67,48,9,1,3,0.992517625,0.9960619,0.9975335,1619.9499999999998,5120.1,1209.8,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-11,2026-08-11T07:16:26.556313+00:00,2026-08-10-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2688888888888889,0.30879629629629635,0.34174074074074073,0.4011111111111111,0.5757037037037036,0.7140740740740741,0.32866665,91,20,17,0.37392592592592594,0.3022222222222223,61,50,10,2,5,0.991410025,0.995933,0.997438275,1557.3,5816.574999999999,1202.0,4.0,0.19999999999999998,v2.2.1
2026-08-11,2026-08-11T13:15:48.078296+00:00,2026-08-11-0600,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2593888888888889,0.295462962962963,0.33555555555555555,0.3905185185185185,0.6018518518518519,0.7352592592592593,0.29333333333333333,91,16,21,0.3614814814814815,0.2929259259259259,62,50,9,2,5,0.9927191,0.995961,0.99754905,1525.9,5099.3,1152.1999999999998,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-11,2026-08-11T19:17:30.002149+00:00,2026-08-11-1400,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.24391111111111113,0.29555555555555557,0.33555555555555555,0.40148148148148144,0.6018518518518519,0.6952592592592592,0.29333333333333333,89,20,19,0.3746666666666667,0.29433333333333334,66,48,9,3,2,0.992824175,0.9961223,0.9977577750000001,1594.3,5101.75,1302.1,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-11,2026-08-12T01:15:09.909651+00:00,2026-08-11-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.26188888888888895,0.29397222222222225,0.33555555555555555,0.4015740740740741,0.6037037037037036,0.6952592592592592,0.2933333166666667,88,18,22,0.3745555555555556,0.2929259259259259,62,47,12,3,4,0.9919946,0.9959776499999999,0.997415275,1687.8,5315.75,1856.5,2.8000000000000003,0.20666666666666667,v2.2.1
2026-08-12,2026-08-12T13:19:16.587692+00:00,2026-08-12-0600,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2518518518518518,0.29555555555555557,0.3363703703703703,0.4022222222222222,0.6037037037037036,0.6952592592592592,0.3066666666666667,92,15,21,0.37533333333333335,0.2931111111111111,66,47,9,2,4,0.9931089,0.9965596,0.9981408,1588.45,5114.9,1145.85,2.8000000000000003,0.19999999999999998,v2.2.1
2026-08-12,2026-08-12T19:09:23.575170+00:00,2026-08-12-1400,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.25674444444444444,0.29425,0.33555555555555555,0.40277777777777773,0.6074074074074074,0.6952592592592592,0.3333333,95,15,18,0.36933333333333335,0.2927407407407407,65,45,12,2,4,0.99269995,0.9961349,0.99817415,1609.9,4836.85,1164.8,3.959936,0.23999999999999996,v2.2.1
2026-08-12,2026-08-13T01:17:32.521724+00:00,2026-08-12-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.26608888888888893,0.29555555555555557,0.33555555555555555,0.40148148148148144,0.6024074074074074,0.6952592592592592,0.29333333333333333,93,17,18,0.3738888888888889,0.2927407407407407,66,46,10,1,5,0.9937697,0.9964098,0.9979306,1369.7,4783.25,1127.3,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-13,2026-08-13T07:15:43.454497+00:00,2026-08-12-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2571,0.29555555555555557,0.34851851851851856,0.39218518518518514,0.5449999999999999,0.6952592592592592,0.28,90,18,20,0.3687777777777778,0.29366666666666663,63,46,13,1,5,0.9935040749999999,0.9962451999999999,0.997814,1431.85,4912.1,942.8,2.7328,0.19999999999999998,v2.2.1
2026-08-13,2026-08-13T13:15:23.793023+00:00,2026-08-13-0600,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.24400000000000002,0.2930185185185185,0.33555555555555555,0.4011111111111111,0.5637037037037037,0.6952592592592592,0.29333333333333333,92,16,20,0.362,0.2688888888888889,65,47,10,2,4,0.9937265,0.99626155,0.997819,1378.75,4749.1,942.3499999999999,3.3469653333333333,0.23999999999999996,v2.2.1
2026-08-13,2026-08-13T19:14:27.799763+00:00,2026-08-13-1400,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2604444444444445,0.28296296296296297,0.33555555555555555,0.4017074074074074,0.5757037037037036,0.6711111111111111,0.28,91,15,22,0.3613333333333334,0.2688888888888889,73,44,8,2,1,0.9920656999999999,0.996265,0.997876975,1286.75,4791.925,931.9000000000001,4.0,0.23999999999999996,v2.2.1
2026-08-13,2026-08-14T01:20:59.950642+00:00,2026-08-13-1800,RTX 4090,4090-pcie-24gb,128,0.1336111111111111,0.2651555555555556,0.3025925925925926,0.33555555555555555,0.4011111111111111,0.5637037037037037,0.6711111111111111,0.2933333166666667,86,23,19,0.37453703703703706,0.2942222222222222,72,43,8,1,4,0.9926465250000001,0.99610045,0.9979611,1497.05,5105.700000000001,1162.3000000000002,4.0,0.19999999999999998,v2.2.1
