geolocation,n_offers,median_per_gpu_dph
"Virginia, US",14,14.20295138888889
"Ohio, US",8,15.004861111111113
"Oregon, US",8,15.002604166666668
"Maryland, US",4,19.212152777777778
"Mexico, MX",4,16.87673611111111
", US",3,7.501215277777779
"Slovenia, SI",1,4.812673611111111
