as_of_date,collected_at,collection_window_id,gpu_name,silicon_id,n_offers,per_gpu_dph_min,per_gpu_dph_p10,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,min_bid_p50,n_verified,n_deverified,n_other_verification,median_verified,median_deverified,n_1x,n_2x,n_4x,n_8x,n_other_multigpu,reliability_p25,reliability_p50,reliability_p75,inet_down_p50_mbps,inet_down_p75_mbps,inet_up_p50_mbps,egress_cost_per_tb_p50,storage_cost_per_gb_mo_p50,methodology_version
2026-06-26,2026-06-26T15:19:12.813287+00:00,2026-06-26-1000,A100 SXM4,a100-sxm-80gb,142,0.1335185185185185,0.7640462962962962,1.0063738514011595,1.5520897896296297,3.087037037037037,5.045066666666668,10.15111111111111,1.3333334166666666,119,12,11,1.7935556444444445,1.0764444444444443,44,36,37,24,1,0.9866919,0.99460395,0.9971958,4145.5,7168.6,1904.0,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-26,2026-06-26T20:25:30.014778+00:00,2026-06-26-1400,A100 SXM4,a100-sxm-80gb,142,0.1335185185185185,0.7640462962962962,1.0155797222222223,1.5660790296296296,3.1377777777777776,5.335111111111112,10.524444444444443,1.30666675,121,10,11,1.8674074074074072,1.0722222222222222,45,35,36,26,0,0.9872283,0.99488915,0.9973202,3737.6,7340.3,1825.1,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-26,2026-06-27T04:41:24.160160+00:00,2026-06-26-1800,A100 SXM4,a100-sxm-80gb,137,0.1335185185185185,0.7512222222222222,0.9477037037037036,1.6007407407407406,3.2148148148148143,5.878518518518519,10.257777777777777,1.334,116,10,11,1.8674074074074072,1.0722222222222222,46,33,33,24,1,0.9872663,0.9927785,0.9969914,4116.0,7518.2,1908.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-27,2026-06-27T09:17:49.112399+00:00,2026-06-26-1800,A100 SXM4,a100-sxm-80gb,134,0.1335185185185185,0.7335462962962963,0.9335185185185185,1.5850655007407406,3.205185185185185,5.87851851851852,10.524444444444443,1.33366675,117,6,11,1.8674074074074072,0.8688888888888889,43,31,34,25,1,0.9883663,0.99506055,0.997361575,4116.0,7518.2,1853.5,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-27,2026-06-27T14:17:31.055448+00:00,2026-06-27-0600,A100 SXM4,a100-sxm-80gb,134,0.1335185185185185,0.7745462962962963,0.9563019444444443,1.5851999007407407,3.18,5.0143111111111125,10.15111111111111,1.33333335,117,6,11,1.8674074074074072,0.8688888888888889,42,32,35,25,0,0.988316275,0.9951341,0.997535975,4160.1,7178.2,1843.5,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-27,2026-06-27T19:56:53.848838+00:00,2026-06-27-1400,A100 SXM4,a100-sxm-80gb,138,0.1335185185185185,0.7730490409629629,1.0155797222222223,1.5746296296296296,3.1740832229629627,5.443999999999998,10.524444444444443,1.3602500000000002,121,9,8,1.8674074074074072,1.0406666666666666,43,32,36,27,0,0.9878879,0.9942951,0.9974415,4238.9,7483.5,2057.7,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-28,2026-06-28T05:08:46.385375+00:00,2026-06-27-1800,A100 SXM4,a100-sxm-80gb,139,0.1335185185185185,0.7335185185185186,0.9335185185185185,1.5485185185185184,3.342222222222222,5.878518518518519,10.349914074074073,1.3333335,118,10,11,1.6688888888888889,1.0564444444444443,43,34,35,26,1,0.9883915000000001,0.9950793,0.99753225,4238.9,7051.45,2122.8,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-28,2026-06-28T09:49:09.651845+00:00,2026-06-27-1800,A100 SXM4,a100-sxm-80gb,136,0.1335185185185185,0.7335185185185186,0.9479629629629629,1.584977900740741,3.5017778222222224,5.878518518518519,10.257777777777777,1.3333335,118,6,12,1.8674074074074072,0.8688888888888889,42,32,35,26,1,0.988673575,0.9952022,0.9976280500000001,4404.6,7030.15,1865.6,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-28,2026-06-28T14:28:48.635579+00:00,2026-06-28-0600,A100 SXM4,a100-sxm-80gb,139,0.1335185185185185,0.7202592592592593,0.9478765432098765,1.585208900740741,3.471111111111111,5.878518518518519,10.335999999999999,1.3333335,119,8,12,1.8674074074074072,0.9547777777777777,43,33,36,26,1,0.98864235,0.9948814,0.9971717,4287.7,7072.3,1999.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-28,2026-06-28T20:00:24.982439+00:00,2026-06-28-1400,A100 SXM4,a100-sxm-80gb,136,0.1335185185185185,0.7335648148148148,1.0055056481481481,1.5812487407407403,3.4703703703703703,5.878518518518519,10.349914074074073,1.3333335,119,5,12,1.8674074074074072,0.4022222222222222,42,32,35,26,1,0.9889094,0.99519,0.9974416,4430.8,7065.9,1744.3,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-29,2026-06-29T05:19:10.319814+00:00,2026-06-28-1800,A100 SXM4,a100-sxm-80gb,135,0.4003703703703703,0.7335555555555556,1.0037938888888889,1.6007407407407406,3.342222222222222,5.630222222222228,10.349914074074073,1.3333335,118,5,12,1.8674074074074072,0.4022222222222222,42,34,33,25,1,0.9889764,0.9951797,0.9976764499999999,4450.4,7122.15,1825.2,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-29,2026-06-29T11:35:32.321755+00:00,2026-06-29-0600,A100 SXM4,a100-sxm-80gb,135,0.4003703703703703,0.659148148148148,0.9321851851851853,1.4674074074074075,2.937037037037037,5.664592592592598,10.349914074074073,1.3333333333333333,118,6,11,1.602962962962963,0.6355555555555555,42,33,33,25,2,0.98863,0.9951979,0.9977236,4220.9,7107.1,1838.2,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-29,2026-06-29T16:30:23.731067+00:00,2026-06-29-1000,A100 SXM4,a100-sxm-80gb,136,0.4003703703703703,0.7335185185185186,0.9335185185185185,1.4681481481481482,3.0040740740740737,5.611111111111112,10.349914074074073,1.2940221666666667,119,6,11,1.6310829407407412,0.6355555555555555,41,34,34,25,2,0.988661,0.9952922,0.9977269,4254.3,7107.1,1997.8,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-29,2026-06-29T20:32:34.274289+00:00,2026-06-29-1400,A100 SXM4,a100-sxm-80gb,134,0.4003703703703703,0.6668796296296295,0.9335185185185185,1.4681481481481482,3.1366666666666667,5.664806518518521,10.349914074074073,1.3333333333333333,117,6,11,1.6180381407407398,0.6355555555555555,41,33,34,25,1,0.9890735,0.9957253,0.99771115,4283.3,7135.300000000001,1808.3000000000002,2.6666666666666665,0.19999999999999998,v2.0.0
