as_of_date,collected_at,collection_window_id,gpu_name,silicon_id,n_offers,per_gpu_dph_min,per_gpu_dph_p10,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,min_bid_p50,n_verified,n_deverified,n_other_verification,median_verified,median_deverified,n_1x,n_2x,n_4x,n_8x,n_other_multigpu,reliability_p25,reliability_p50,reliability_p75,inet_down_p50_mbps,inet_down_p75_mbps,inet_up_p50_mbps,egress_cost_per_tb_p50,storage_cost_per_gb_mo_p50,methodology_version
2026-07-31,2026-07-31T07:47:07.620709+00:00,2026-07-30-1800,RTX 5090,5090-pcie-32gb,516,0.21288888888888888,0.3871296296296296,0.46722222222222215,0.6933999999999999,1.3080555555555555,2.546222222222222,7.051851851851852,0.6299999583333333,292,128,96,0.8106944444444444,0.6288888888888888,153,113,136,101,13,0.98452875,0.9937335,0.9965949,1520.35,3438.6749999999997,897.75,2.6666666666666665,0.19999999999999998,v2.2.1
2026-07-31,2026-07-31T13:22:17.569958+00:00,2026-07-31-0600,RTX 5090,5090-pcie-32gb,529,0.16027777777777777,0.37444444444444447,0.46696296296296297,0.6760416666666667,1.3344444444444443,2.6717037037037032,10.174814814814814,0.6266666666666666,293,133,103,0.8206481481481482,0.6288888888888888,158,114,139,103,15,0.9846409,0.9937615,0.9966209,1374.8,3520.7,900.8,2.6666666666666665,0.19999999999999998,v2.2.1
2026-07-31,2026-07-31T19:17:44.374128+00:00,2026-07-31-1400,RTX 5090,5090-pcie-32gb,531,0.21288888888888888,0.38814814814814813,0.46709259259259256,0.6677777777777777,1.3025555555555557,2.6370370370370373,10.613333333333333,0.6666666666666666,288,138,105,0.8022222222222222,0.6288888888888888,156,113,139,109,14,0.9846520000000001,0.9938487,0.99662565,1305.1,3195.3500000000004,911.0,2.6666666666666665,0.19999999999999998,v2.2.1
2026-07-31,2026-08-01T01:19:41.825319+00:00,2026-07-31-1800,RTX 5090,5090-pcie-32gb,535,0.16027777777777777,0.3877777777777778,0.4553703703703704,0.6671296296296296,1.266851851851852,2.5337037037037042,9.653333333333332,0.6666665,286,149,100,0.8004173333333333,0.6288888888888888,159,113,137,109,17,0.98558775,0.9938985,0.99671075,1171.9,3158.55,866.5,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-01,2026-08-01T07:39:34.111256+00:00,2026-07-31-1800,RTX 5090,5090-pcie-32gb,532,0.21288888888888888,0.37455555555555553,0.46715740740740735,0.6683703703703703,1.3344444444444443,2.6353777777777787,7.051851851851852,0.6266666666666666,285,142,105,0.8029629629629629,0.6350617283950617,152,119,140,107,14,0.98491715,0.99382015,0.996696,1342.85,3308.45,888.95,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-01,2026-08-01T13:16:13.559815+00:00,2026-08-01-0600,RTX 5090,5090-pcie-32gb,523,0.16027777777777777,0.3755555555555556,0.46722222222222215,0.6688888888888889,1.2848148148148149,2.5564444444444447,10.613333333333333,0.6266666666666666,292,127,104,0.8016666666666665,0.6288888888888888,153,113,140,101,16,0.98518105,0.9938869,0.9967326999999999,1369.4,3671.5,897.5,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-01,2026-08-01T19:14:07.401226+00:00,2026-08-01-1400,RTX 5090,5090-pcie-32gb,512,0.21288888888888888,0.3765703703703704,0.4672222222222222,0.7297685185185185,1.4244462962962963,2.630518518518521,10.613333333333333,0.6695,285,121,106,0.8037037037037036,0.6288888888888888,151,114,134,101,12,0.9859688249999999,0.99398345,0.9967536499999999,1377.9,3419.425,891.4000000000001,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-01,2026-08-02T01:22:24.479705+00:00,2026-08-01-1800,RTX 5090,5090-pcie-32gb,509,0.21288888888888888,0.3742777777777778,0.46777777777777774,0.6981481481481482,1.2651851851851854,2.545007407407407,10.174814814814814,0.667,286,131,92,0.8009259259259258,0.6288888888888888,148,112,135,100,14,0.9854111,0.9939897,0.9968538,1498.1,3526.3,917.3,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-02,2026-08-02T07:42:22.661298+00:00,2026-08-01-1800,RTX 5090,5090-pcie-32gb,504,0.21288888888888888,0.3471666666666667,0.4671527777777777,0.6675925925925925,1.3344444444444443,2.569185185185185,10.684444444444443,0.6266666666666666,290,119,95,0.816412037037037,0.6288888888888888,144,113,134,100,13,0.9856129,0.9939819,0.996702,1555.65,3488.5,912.9,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-02,2026-08-02T13:16:43.316657+00:00,2026-08-02-0600,RTX 5090,5090-pcie-32gb,519,0.21288888888888888,0.3711407407407409,0.46722222222222215,0.6760416666666667,1.307824074074074,2.6711111111111103,10.684444444444443,0.6266666666666666,287,136,96,0.8013888888888888,0.6288888888888888,149,114,138,105,13,0.9845994499999999,0.9922198,0.996727,1493.4,3432.8,912.6,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-02,2026-08-02T19:15:40.299658+00:00,2026-08-02-1400,RTX 5090,5090-pcie-32gb,528,0.16027777777777777,0.3488888888888889,0.47,0.6937962962962964,1.3362962962962963,2.6711111111111108,9.653333333333332,0.6266666666666666,284,148,96,0.816412037037037,0.6288888888888888,153,117,141,101,16,0.9851002,0.9939398,0.9967402,1365.8,3445.1,904.15,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-02,2026-08-03T01:23:33.132863+00:00,2026-08-02-1800,RTX 5090,5090-pcie-32gb,529,0.16027777777777777,0.36018518518518516,0.46722222222222226,0.6677777777777777,1.2992592592592593,2.668444444444444,10.613333333333333,0.6266666666666666,281,149,99,0.8013888888888888,0.6288888888888888,150,117,138,109,15,0.9853372,0.9935462,0.9966804,1374.1,3507.6,910.6,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-03,2026-08-03T07:57:01.150803+00:00,2026-08-02-1800,RTX 5090,5090-pcie-32gb,519,0.16027777777777777,0.3488888888888889,0.45548148148148154,0.6688888888888889,1.26625,2.6711111111111103,10.684444444444443,0.6266666666666666,286,135,98,0.801111111111111,0.6288888888888888,143,111,140,105,20,0.9848978500000001,0.9933,0.9966527,1448.7,3676.75,917.8,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-03,2026-08-03T13:40:36.997807+00:00,2026-08-03-0600,RTX 5090,5090-pcie-32gb,521,0.16027777777777777,0.33777777777777773,0.4551851851851852,0.6685925925925925,1.3185185185185186,2.674074074074074,10.684444444444443,0.6266666666666666,289,136,96,0.8007407407407406,0.6288888888888888,147,112,143,108,11,0.9859792,0.993082,0.9967666,1374.8,3498.1,895.6,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-03,2026-08-03T19:18:28.644246+00:00,2026-08-03-1400,RTX 5090,5090-pcie-32gb,522,0.16027777777777777,0.34797222222222224,0.46685185185185185,0.6707407407407406,1.2874074074074076,2.670777777777778,10.684444444444443,0.6253333333333333,288,148,86,0.8016666666666665,0.6288888888888888,149,114,141,107,11,0.984949875,0.993556,0.996694775,1550.7,3672.9750000000004,914.7,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-03,2026-08-04T01:13:26.287373+00:00,2026-08-03-1800,RTX 5090,5090-pcie-32gb,545,0.21288888888888888,0.3473037037037037,0.4642777777777778,0.6677777777777777,1.3344444444444443,2.6711111111111108,10.684444444444443,0.6266666666666666,290,164,91,0.7952777777777778,0.6288888888888888,156,119,145,109,16,0.9850802,0.9937973,0.9967493,1400.3,3589.9,883.1,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-04,2026-08-04T07:44:46.263265+00:00,2026-08-03-1800,RTX 5090,5090-pcie-32gb,533,0.21288888888888888,0.3511481481481482,0.46685185185185185,0.6940740740740741,1.3344444444444443,2.670444444444444,10.684444444444443,0.6666666666666666,289,156,88,0.8002777777777778,0.6350617283950617,150,117,143,114,9,0.9853778,0.993087,0.9967799,1392.7,3627.4,898.8,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-04,2026-08-04T13:21:45.545240+00:00,2026-08-04-0600,RTX 5090,5090-pcie-32gb,537,0.21288888888888888,0.3484814814814815,0.46962962962962956,0.7336111111111112,1.3344444444444443,2.672296296296296,10.684444444444443,0.64,289,164,84,0.8675925925925926,0.6674074074074073,153,114,142,110,18,0.9856432,0.993878,0.9968202,1392.7,3484.3,902.8,2.6666666666666665,0.19999999999999998,v2.2.1
2026-08-04,2026-08-04T19:14:27.446261+00:00,2026-08-04-1400,RTX 5090,5090-pcie-32gb,552,0.21288888888888888,0.34985185185185186,0.46685185185185185,0.6750578703703703,1.3362962962962963,2.6647037037037045,10.174814814814814,0.659333375,290,180,82,0.8002314814814815,0.6304166666666666,154,124,145,114,15,0.9860283,0.9932623,0.9968046749999999,1403.3,3380.6500000000005,905.5,2.6666666666666665,0.19999999999999998,v2.2.1
