chip_slug,scope,window_days,as_of_date,n_sources,n_sources_8x,n_sources_thin,n_cycles,confidence,n_available,breadth,n_available_8x,breadth_8x,panel_signature,pct_available_median,pct_available_mean,pct_available_min,pct_available_max,pct_available_8x_median,pct_available_8x_mean,methodology_version
b300,geo:EU,7,2026-08-26,2,2,0,63,thin,1,0.5,0,0.0,38b21584,0.1667,0.1667,0.0,0.3333,0.0,0.0,v2.3.2
b300,geo:US,7,2026-08-26,3,1,0,119,ok,0,0.0,0,0.0,726e68bf,0.0,0.0,0.0,0.0,0.0,0.0,v2.3.2
b300,global,7,2026-08-26,7,4,0,276,ok,3,0.4286,1,0.25,03955dd9,0.0,0.2996,0.0,1.0,0.0,0.25,v2.3.2
b300,tier:T1,7,2026-08-26,1,1,0,55,thin,0,0.0,0,0.0,1d78613e,0.0,0.0,0.0,0.0,0.0,0.0,v2.3.2
b300,tier:T2,7,2026-08-26,3,3,0,102,ok,2,0.6667,1,0.3333,c2297149,0.3333,0.4444,0.0,1.0,0.0,0.3333,v2.3.2
b300,tier:T3,7,2026-08-26,2,0,0,110,thin,1,0.5,0,,4c8fac08,0.3818,0.3818,0.0,0.7636,,,v2.3.2
