as_of_date,collected_at,collection_window_id,gpu_name,silicon_id,n_offers,per_gpu_dph_min,per_gpu_dph_p10,per_gpu_dph_p25,per_gpu_dph_p50,per_gpu_dph_p75,per_gpu_dph_p90,per_gpu_dph_max,min_bid_p50,n_verified,n_deverified,n_other_verification,median_verified,median_deverified,n_1x,n_2x,n_4x,n_8x,n_other_multigpu,reliability_p25,reliability_p50,reliability_p75,inet_down_p50_mbps,inet_down_p75_mbps,inet_up_p50_mbps,egress_cost_per_tb_p50,storage_cost_per_gb_mo_p50,methodology_version
2026-06-15,2026-06-15T19:25:30.538391+00:00,2026-06-15-1400,RTX 3090,3090-pcie-24gb,318,0.0771111111111111,0.1343888888888889,0.16078703703703703,0.24703703703703703,0.49481481481481476,0.9896296296296295,2.6222222222222227,0.24,166,87,65,0.27037037037037037,0.2677777777777778,97,89,60,43,29,0.985330575,0.9930683,0.9973050999999999,904.0999999999999,1372.2,872.6,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-15,2026-06-15T19:36:38.344906+00:00,2026-06-15-1400,RTX 3090,3090-pcie-24gb,318,0.07822222222222222,0.1338888888888889,0.16027777777777777,0.24691358024691354,0.4981481481481482,0.9768000000000001,2.6222222222222227,0.24,166,86,66,0.26129629629629625,0.26252314814814814,97,88,59,44,30,0.9856857750000001,0.9920989,0.997304875,897.3499999999999,1372.2,864.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-16,2026-06-16T06:18:10.099917+00:00,2026-06-15-1800,RTX 3090,3090-pcie-24gb,310,0.0771111111111111,0.1328460038986355,0.16027777777777777,0.2468518518518518,0.4946296296296296,0.8711111111111136,2.6222222222222227,0.22666665833333333,163,79,68,0.2587962962962963,0.2677777777777778,99,84,60,41,26,0.9850044250000001,0.99207715,0.9971867,913.5,1372.2,867.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-16,2026-06-16T11:59:27.901135+00:00,2026-06-16-0600,RTX 3090,3090-pcie-24gb,315,0.0771111111111111,0.1336111111111111,0.16037037037037039,0.24481481481481485,0.48777777777777775,0.958933333333335,2.828888888888889,0.227,166,82,67,0.24703703703703703,0.26842592592592596,99,88,62,43,23,0.9859312499999999,0.9927717,0.9973177,895.9,1372.2,875.2,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-16,2026-06-16T17:40:36.680090+00:00,2026-06-16-1000,RTX 3090,3090-pcie-24gb,315,0.0771111111111111,0.1337037037037037,0.16055555555555556,0.24703703703703703,0.4914814814814815,0.9294814814814839,2.6222222222222227,0.24,167,78,70,0.2714814814814815,0.26814814814814814,99,88,62,43,23,0.9863753,0.9926606,0.9973206,891.8,1344.25,860.7,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-16,2026-06-16T21:36:53.252363+00:00,2026-06-16-1400,RTX 3090,3090-pcie-24gb,310,0.07822222222222222,0.1336111111111111,0.16018518518518518,0.24688271604938267,0.48444444444444446,0.7727555555555604,2.6222222222222227,0.22358333333333336,158,84,68,0.26111111111111107,0.2827777777777778,98,85,63,42,22,0.9869985750000001,0.9929649,0.9971157,883.6500000000001,1348.7,854.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-17,2026-06-17T11:25:01.380639+00:00,2026-06-17-0600,RTX 3090,3090-pcie-24gb,303,0.08027777777777778,0.1337037037037037,0.15913802083333334,0.24481481481481485,0.48033333333333333,0.8642962962962965,2.6222222222222227,0.21333333333333335,158,83,62,0.25402777777777774,0.2576388888888889,95,81,60,42,25,0.9858728,0.9923856,0.9973512,890.7,1456.0,877.5,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-17,2026-06-17T16:30:33.321296+00:00,2026-06-17-1000,RTX 3090,3090-pcie-24gb,302,0.0771111111111111,0.1336111111111111,0.1602824074074074,0.24703703703703703,0.44455555555555554,0.8631111111111114,2.6222222222222227,0.24,156,81,65,0.2638425925925926,0.26814814814814814,95,83,61,42,21,0.9868164,0.99315785,0.9972782,885.1,1444.05,866.35,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-17,2026-06-17T20:57:10.227751+00:00,2026-06-17-1400,RTX 3090,3090-pcie-24gb,307,0.07822222222222222,0.13357407407407407,0.15067901234567901,0.2432098765432099,0.49407407407407405,0.8337777777777793,2.6222222222222227,0.227,156,90,61,0.25496296296296295,0.26370370370370366,96,83,62,42,24,0.9860042,0.9925412,0.99709135,897.7,1350.6,870.5,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-18,2026-06-18T05:24:54.723017+00:00,2026-06-17-1800,RTX 3090,3090-pcie-24gb,312,0.0771111111111111,0.13374074074074074,0.16055555555555556,0.2503140740740741,0.49407407407407405,0.9764444444444489,2.6222222222222227,0.24,156,95,61,0.264,0.29444444444444445,99,84,62,42,25,0.986836775,0.99340675,0.9974366,897.8,1487.3749999999998,873.0999999999999,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-18,2026-06-18T11:03:17.105806+00:00,2026-06-18-0600,RTX 3090,3090-pcie-24gb,309,0.0771111111111111,0.13368518518518516,0.16022222222222224,0.2469629629629629,0.4537777777777778,0.8386370370370355,2.6222222222222227,0.254,156,90,63,0.2517962962962963,0.2711111111111111,99,84,63,41,22,0.9872798,0.9935776,0.9974046,891.0,1377.3,869.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-18,2026-06-18T16:09:34.857098+00:00,2026-06-18-1000,RTX 3090,3090-pcie-24gb,313,0.0771111111111111,0.1337037037037037,0.16055555555555556,0.25555555555555554,0.49407407407407405,0.8128888888888888,2.6222222222222227,0.24,152,103,58,0.2503140740740741,0.29555555555555557,98,86,63,42,24,0.9854225,0.9930432,0.9973591,884.4,1363.4,867.3,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-18,2026-06-18T21:15:00.843988+00:00,2026-06-18-1400,RTX 3090,3090-pcie-24gb,313,0.08027777777777778,0.1338888888888889,0.16074074074074074,0.24703703703703703,0.48577777777777775,0.7511111111111112,2.6222222222222227,0.21333335,152,100,61,0.25383333333333336,0.27148148148148143,101,86,64,40,22,0.9858059,0.9928905,0.9974024,883.1,1347.5,859.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-19,2026-06-19T05:39:38.922988+00:00,2026-06-18-1800,RTX 3090,3090-pcie-24gb,314,0.09481481481481482,0.1338888888888889,0.1602824074074074,0.24481481481481485,0.4754444444444444,0.7463703703703702,2.6222222222222227,0.24,154,97,63,0.24699999999999997,0.2711111111111111,101,86,67,39,21,0.986727275,0.993476,0.997305375,890.2,1355.85,854.8,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-19,2026-06-19T11:08:18.720679+00:00,2026-06-19-0600,RTX 3090,3090-pcie-24gb,317,0.0771111111111111,0.13381481481481483,0.16074074074074074,0.24481481481481485,0.42814814814814817,0.7422222222222222,2.6222222222222227,0.249,153,96,68,0.24703703703703703,0.2827777777777778,103,86,69,37,22,0.9858437,0.9932834,0.9974441,894.1,1372.2,854.3,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-19,2026-06-19T15:55:08.416594+00:00,2026-06-19-1000,RTX 3090,3090-pcie-24gb,317,0.0771111111111111,0.1337037037037037,0.16046913580246916,0.2468518518518518,0.4697777777777778,0.7561666666666671,2.6222222222222227,0.24,160,91,66,0.24703703703703703,0.29444444444444445,100,86,63,40,28,0.9861636,0.9930491,0.9970954,886.7,1359.7,794.4,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-19,2026-06-19T20:23:24.018721+00:00,2026-06-19-1400,RTX 3090,3090-pcie-24gb,308,0.08027777777777778,0.13358703703703703,0.16074074074074074,0.24699999999999997,0.44812962962962966,0.821866666666667,2.6222222222222227,0.24,151,87,70,0.2509985185185185,0.2711111111111111,99,85,65,37,22,0.987131025,0.9932303,0.9974611,881.85,1345.9,837.0999999999999,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-20,2026-06-20T05:00:59.951279+00:00,2026-06-19-1800,RTX 3090,3090-pcie-24gb,311,0.08027777777777778,0.1337037037037037,0.16042592592592592,0.24481481481481485,0.42944444444444446,0.8133333333333332,2.6222222222222227,0.24,156,89,66,0.24703703703703703,0.29444444444444445,99,84,64,39,25,0.987889,0.993732,0.9974745,895.2,1352.6999999999998,836.3,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-20,2026-06-20T09:54:16.987358+00:00,2026-06-19-1800,RTX 3090,3090-pcie-24gb,315,0.0771111111111111,0.13356296296296294,0.16028703703703703,0.2468518518518518,0.46779259259259265,0.8417777777777788,2.6222222222222227,0.26,156,91,68,0.24703703703703703,0.29444444444444445,102,84,63,41,25,0.98560275,0.9930506,0.9973430000000001,885.1,1353.1,829.0,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-20,2026-06-20T14:58:34.695501+00:00,2026-06-20-0600,RTX 3090,3090-pcie-24gb,310,0.08027777777777778,0.13282911111111112,0.16013194444444445,0.24462962962962964,0.49277777777777776,0.8077333333333334,2.6222222222222227,0.25333333333333335,153,92,65,0.2509985185185185,0.27,102,84,63,42,19,0.9861230499999999,0.993074,0.99706585,889.1,1345.075,855.0,2.6666666666666665,0.19999999999999998,v2.0.0
2026-06-20,2026-06-20T20:08:22.074064+00:00,2026-06-20-1400,RTX 3090,3090-pcie-24gb,312,0.0771111111111111,0.13336244444444445,0.16027777777777777,0.2468518518518518,0.4866666666666667,0.924177777777778,2.6222222222222227,0.2536666666666667,155,91,66,0.24703703703703703,0.29444444444444445,102,84,64,42,20,0.9874148,0.9930775000000001,0.9973293,885.1500000000001,1342.6,829.0,2.6666666666666665,0.19999999999999998,v2.0.0
